Id,PurchaseAmount,NumItems,ShippingDistance,PaymentMethod,TransactionHour
693,94.75,4,875.6,3,5
68,8.38,3,17.2,1,19
587,253.88,3,206.8,2,4
1143,214.55,4,875.7,2,2
1577,133.39,2,402.9,2,22
58,34.31,2,32.9,1,8
1472,192.29,3,303.3,3,22
1756,222.23,2,678.4,3,23
1746,130.91,2,622.7,3,22
981,151.07,4,336.9,2,0
1260,122.01,2,795.3,2,22
729,124.37,4,711.8,3,5
1363,188.41,5,557.4,2,23
834,224.78,4,205.6,3,4
1083,236.31,3,627.4,2,3
742,150.15,8,369.7,3,3
1759,175.95,5,307.5,2,22
178,4.47,1,95.2,0,15
387,19.09,1,63.6,0,13
686,209.28,3,716.0,3,5
1935,271.71,4,445.9,3,23
424,271.57,4,289.6,2,0
604,214.38,1,769.1,2,5
581,188.71,7,880.6,3,5
1275,226.33,4,953.5,3,22
235,67.61,2,50.0,0,21
306,62.41,1,63.3,0,20
1650,195.31,4,912.6,3,22
611,192.93,2,978.9,3,4
1718,176.48,2,802.9,2,23
1976,286.88,3,923.5,2,22
1199,289.12,3,272.9,2,1
524,190.4,4,899.8,3,5
1470,215.26,5,998.9,3,22
672,179.93,5,511.0,2,1
1663,217.47,2,621.4,2,22
1274,226.89,3,293.2,3,23
1391,197.01,3,802.4,3,23
1654,235.95,3,626.0,2,22
1651,140.02,1,927.9,3,22
368,12.23,1,58.9,0,18
416,295.81,7,486.1,2,2
1726,163.11,4,204.7,3,23
429,257.69,3,435.2,2,5
84,14.78,3,24.3,0,8
1802,219.96,2,934.3,2,22
1989,245.35,3,473.4,2,23
817,237.39,2,743.3,2,3
1693,205.2,2,269.3,2,23
1234,304.52,3,739.2,3,23
1967,129.1,2,707.9,2,22
1360,147.38,9,766.5,3,22
1846,232.41,3,959.4,2,23
1822,230.01,1,551.6,2,22
685,225.69,5,413.7,2,0
1498,74.21,5,256.6,2,22
532,272.69,3,879.3,3,1
201,23.47,1,67.7,0,10
966,147.53,5,687.7,2,3
1006,218.41,4,682.7,3,3
392,12.78,1,55.8,0,10
69,6.48,3,15.6,0,17
284,45.04,2,17.5,0,20
1468,266.05,4,963.9,2,23
1743,261.2,5,543.4,2,23
21,30.19,2,23.0,1,15
1314,237.25,4,261.0,2,22
1293,262.79,3,767.9,2,23
707,251.87,2,595.8,2,3
487,234.6,5,768.9,2,1
280,0.8,1,52.8,0,9
125,69.66,1,54.9,0,14
912,171.42,3,947.0,2,4
910,257.5,2,214.7,2,2
530,225.46,2,495.3,3,5
624,132.94,5,606.3,2,5
967,250.69,4,579.5,2,0
1610,203.22,2,378.0,2,22
1725,265.24,2,661.9,2,22
229,11.29,1,81.7,0,21
41,29.34,2,33.6,1,21
1487,159.84,6,358.9,2,23
849,171.55,3,874.0,3,2
1512,127.43,4,588.4,2,22
1082,210.83,6,748.5,3,0
989,143.67,5,579.4,2,3
31,2.9,1,77.6,0,14
293,13.2,2,100.0,0,11
973,249.51,3,875.7,3,2
1578,153.96,4,560.2,3,23
1803,219.92,3,792.9,3,23
1748,188.05,6,490.6,2,23
930,203.64,5,746.0,3,1
318,88.84,1,91.0,0,13
618,221.48,1,725.8,3,1
477,188.03,3,478.7,2,3
1110,198.25,4,349.9,3,0
415,287.17,3,275.5,3,2
1961,221.57,2,487.3,2,23
8,34.64,3,2.6,0,14
188,24.06,2,80.7,1,17
1734,209.28,4,423.4,3,22
1009,187.67,3,881.4,2,1
1373,239.0,4,494.1,3,23
370,35.52,2,30.1,1,21
592,152.67,3,922.8,3,5
1740,160.24,4,862.6,3,22
397,7.1,1,35.3,1,19
281,65.57,2,77.7,1,19
1902,196.21,4,962.1,2,23
191,6.92,2,8.9,0,10
1548,250.12,3,983.8,2,23
246,18.59,2,8.3,0,9
1381,172.64,5,226.3,3,22
1683,171.68,5,795.8,3,23
1776,218.85,3,530.2,3,22
1227,221.83,3,302.1,2,23
1457,275.73,5,593.8,2,23
964,148.69,6,692.2,2,3
705,203.8,9,863.5,2,5
202,2.07,2,56.6,0,13
715,180.11,3,588.0,2,4
502,267.34,4,571.7,2,1
1412,188.69,3,518.2,3,22
1216,232.78,6,851.2,3,22
1974,151.43,7,425.2,3,23
899,175.59,4,761.2,3,1
1549,150.94,3,237.2,3,23
1866,238.31,5,620.0,3,23
935,211.72,2,478.7,2,2
1188,161.15,2,864.9,3,4
1107,233.31,4,512.3,2,4
501,297.28,3,704.5,3,1
252,17.58,2,44.9,0,20
695,219.89,4,277.6,3,3
627,236.45,2,868.4,2,4
812,228.87,1,445.7,3,5
1904,275.49,2,433.7,2,23
457,156.73,3,481.2,3,3
1261,284.18,4,323.0,2,22
199,19.21,2,54.4,0,20
1122,308.15,5,224.7,3,4
953,204.23,5,783.4,2,0
103,3.36,1,34.7,1,16
888,190.17,5,221.9,2,4
161,17.3,2,82.9,1,11
1058,202.24,2,759.4,2,5
1213,177.43,3,380.0,2,23
290,95.47,1,49.0,0,12
1519,234.75,4,813.4,3,23
45,60.37,1,84.5,0,14
231,8.3,1,70.8,1,8
213,16.65,3,95.5,1,11
118,22.12,3,74.2,0,9
1050,172.36,5,600.0,3,2
129,49.35,4,34.9,0,20
1404,127.35,4,338.4,3,23
1520,216.37,5,219.1,3,22
1502,296.45,2,470.4,3,22
963,114.16,5,605.9,2,2
711,222.93,5,675.3,3,1
1722,219.09,3,373.9,3,23
1523,223.59,2,661.3,3,23
295,4.83,2,46.5,0,8
1221,283.05,6,509.7,2,23
1689,163.25,4,579.4,3,23
244,14.11,1,51.2,1,10
1341,244.82,1,468.8,3,23
1825,135.13,6,939.1,2,22
708,213.04,1,378.7,2,4
1799,126.58,2,243.7,3,23
1059,229.6,3,490.9,2,0
622,163.63,7,995.4,3,4
300,27.23,2,10.6,0,11
1856,273.39,2,703.3,2,22
314,16.27,3,93.8,0,19
784,151.72,5,969.8,2,0
1307,224.46,5,859.1,3,23
940,232.18,5,756.6,3,3
1368,205.24,4,372.7,2,23
1911,187.84,3,379.2,2,22
1207,234.99,3,749.5,3,22
1120,195.7,3,211.1,3,0
1501,100.92,5,438.1,2,23
1816,119.76,8,607.8,2,23
1128,230.68,4,637.9,2,0
498,168.11,9,332.1,2,5
301,0.5,1,27.8,0,20
1960,178.35,4,959.3,3,23
1067,169.2,4,830.1,2,4
1933,266.77,2,928.1,3,23
1596,146.28,2,861.1,2,23
374,41.2,5,30.9,0,10
1530,159.14,2,203.6,3,23
1136,187.17,4,761.4,2,2
1836,193.76,3,883.9,2,22
1641,189.69,5,707.7,3,23
480,211.15,3,463.6,2,4
1066,197.17,6,383.7,2,1
177,2.56,3,93.5,0,19
1662,216.06,4,227.2,3,23
1317,246.66,3,891.7,2,22
1668,254.01,3,476.2,3,22
1351,193.96,3,235.0,2,23
196,30.31,3,94.2,0,21
1264,177.77,3,670.5,3,23
363,33.89,3,13.7,0,10
419,214.38,2,362.5,2,0
110,14.58,5,39.5,0,19
400,56.08,1,94.9,1,14
826,129.2,2,240.2,3,2
81,11.52,2,48.4,0,15
1550,245.93,7,529.0,2,23
10,14.93,1,13.9,0,15
1915,231.75,7,828.5,3,23
660,233.6,3,914.6,2,3
1297,151.04,5,620.0,3,23
535,101.83,4,382.7,2,0
644,244.9,5,614.3,2,4
1873,200.3,3,559.3,3,22
165,26.22,1,57.5,0,11
1628,198.63,4,359.4,3,23
511,119.19,9,892.4,2,2
508,241.51,4,952.7,2,0
877,298.01,6,258.2,2,3
755,163.41,5,982.9,3,4
744,116.61,5,688.2,3,3
933,148.02,4,419.6,3,5
1597,312.48,5,784.4,2,23
1737,147.28,4,958.4,3,22
1773,171.97,3,590.6,3,23
1926,287.5,4,934.3,3,23
689,244.93,3,612.6,2,5
794,206.97,4,973.9,3,2
437,200.76,5,670.0,2,0
91,36.62,6,97.9,0,12
1747,214.26,3,573.1,2,23
63,29.42,2,71.0,1,20
1665,127.66,3,712.3,3,22
1868,152.59,2,830.1,3,23
388,49.66,1,19.5,0,20
1899,240.79,2,207.3,3,23
1046,199.65,4,253.8,3,4
1923,249.04,7,403.2,3,23
1308,216.79,3,791.5,3,22
1291,217.43,5,661.8,3,22
706,290.4,5,290.4,2,4
1145,132.1,4,730.8,3,4
931,189.74,1,210.7,3,2
1972,207.17,5,895.6,2,22
123,10.38,1,95.3,0,11
1178,196.45,3,510.1,3,5
1431,316.96,4,732.7,3,22
1606,173.42,4,681.2,2,22
53,27.72,2,61.2,0,9
1893,162.61,2,328.6,2,22
42,3.69,2,71.9,1,9
813,140.08,8,248.9,3,4
1977,83.11,9,784.5,2,22
1615,234.47,3,642.6,2,23
1109,175.7,6,502.1,2,1
774,299.61,1,762.7,3,1
1729,173.72,5,746.4,3,22
1903,236.4,1,317.6,2,23
682,186.31,5,562.8,3,5
787,171.42,4,796.3,2,0
220,6.21,3,4.8,1,19
1811,216.15,2,824.8,3,22
830,274.28,9,893.6,2,3
1897,201.74,6,675.1,3,23
1556,260.05,5,396.2,2,23
1633,169.63,5,935.7,2,22
1561,210.77,8,324.1,3,22
292,61.88,2,36.6,1,21
1937,181.39,4,407.5,2,22
561,192.17,5,318.6,3,1
571,225.34,5,743.1,3,2
811,283.81,6,995.8,3,0
1237,233.6,2,219.0,3,22
346,6.92,1,27.0,0,17
1150,180.24,5,543.3,2,5
1494,248.92,3,748.1,3,23
1529,200.35,4,354.0,3,23
1853,164.55,4,755.3,3,23
5,38.13,2,30.4,0,19
988,165.69,2,291.7,3,3
24,28.33,1,84.6,1,21
737,253.67,5,652.7,2,4
299,3.97,2,72.8,0,16
1908,207.7,4,602.0,2,22
50,28.47,1,91.6,0,9
947,251.02,3,721.2,3,1
1879,143.47,7,570.2,3,23
781,254.31,3,926.6,2,3
1598,184.13,3,562.4,2,22
621,288.96,4,504.7,3,1
840,227.78,2,224.0,3,0
28,7.77,2,35.8,0,9
176,4.13,2,20.8,0,9
1321,122.6,2,639.1,3,23
990,265.76,8,372.9,2,3
568,361.9,5,839.9,2,1
1517,207.84,6,468.6,2,23
803,186.2,5,574.7,3,1
1564,194.83,1,541.6,3,22
850,316.7,4,342.9,2,2
1395,207.8,3,575.7,3,23
286,37.24,2,24.5,1,14
1585,277.94,3,918.1,3,23
1079,304.85,4,322.1,2,2
1142,134.31,2,647.3,2,5
124,22.02,1,30.9,0,10
1394,192.88,4,687.1,3,22
11,12.61,1,71.7,0,16
730,178.41,3,713.0,3,0
542,280.52,4,401.1,3,0
549,225.0,4,941.9,2,5
1456,147.82,5,570.5,2,22
783,117.0,5,455.7,2,2
1319,224.43,4,980.1,2,22
1591,237.29,3,950.6,2,22
1700,206.81,4,653.7,2,23
1823,171.14,4,539.6,2,23
101,21.59,5,27.7,0,12
664,308.86,4,620.6,2,0
698,137.1,5,569.6,3,4
1736,205.13,4,906.8,3,22
975,223.18,2,561.9,2,4
724,214.7,3,437.4,3,1
596,287.75,5,782.9,3,4
339,13.83,1,4.5,1,11
1171,171.93,5,253.8,2,5
1761,309.44,8,280.5,3,22
427,103.34,4,650.2,2,5
145,18.34,3,24.9,1,14
1352,185.14,4,757.5,3,22
1440,78.74,2,699.3,3,22
761,275.89,2,671.4,3,1
1057,144.54,1,827.9,2,2
80,35.68,2,13.4,1,8
470,297.37,4,601.4,3,2
491,200.72,5,789.6,3,0
332,70.37,1,86.9,0,14
1041,241.4,3,704.3,2,5
1862,152.05,4,815.8,2,23
1409,139.99,5,971.6,2,22
1757,109.33,5,661.3,3,23
1116,206.46,4,563.8,3,0
171,41.79,2,81.6,1,10
273,0.18,2,93.3,1,13
859,187.5,2,800.9,3,1
1100,267.05,2,425.8,3,4
1298,86.16,7,909.6,3,23
325,1.6,3,62.2,0,9
1480,187.07,5,375.1,3,22
1164,238.23,6,440.6,3,3
57,16.19,4,75.0,0,10
1246,187.88,7,815.1,3,23
1881,125.04,5,602.0,2,22
108,24.17,1,93.4,0,12
537,178.37,4,277.8,3,2
237,10.78,1,55.8,0,19
1208,180.28,3,296.6,2,23
1688,259.26,8,401.2,3,22
270,30.19,1,65.0,0,15
985,187.89,4,557.0,3,4
462,264.05,4,576.6,3,4
75,0.49,2,21.9,0,8
60,21.43,2,18.8,0,12
405,191.22,3,448.1,3,0
493,224.66,5,881.9,3,3
572,97.74,4,224.9,3,1
1193,251.02,5,553.8,3,4
1855,167.06,3,933.6,2,22
740,244.33,3,904.7,3,2
1547,290.57,5,876.7,3,22
12,39.17,3,37.9,0,8
1486,214.9,4,645.7,2,22
228,20.93,1,91.4,0,16
1970,258.61,5,345.9,2,23
1681,206.19,5,636.7,3,23
27,13.47,1,95.5,0,9
160,17.41,1,16.7,0,11
528,245.54,7,695.8,3,2
243,133.52,2,86.5,1,17
728,206.63,3,242.9,3,1
1888,176.05,3,829.6,2,22
1026,191.03,4,617.6,2,2
1102,186.31,3,835.3,2,0
878,106.22,5,670.2,3,1
471,284.15,5,975.1,3,4
72,64.97,3,12.5,1,18
1796,211.32,4,267.6,2,22
1257,167.42,3,213.0,3,22
1664,214.84,2,451.7,2,22
506,161.66,7,590.0,2,5
212,21.94,1,5.5,0,13
1513,238.77,3,892.6,2,22
1072,172.68,4,414.3,3,4
1335,220.5,2,911.7,3,22
620,251.64,4,554.8,2,2
1632,207.76,3,396.8,2,22
1852,239.77,5,474.1,2,22
1509,230.58,1,352.5,2,23
514,212.83,6,637.8,3,3
355,3.75,2,25.1,1,21
1173,239.63,3,908.2,2,3
1600,234.26,1,402.4,3,22
488,222.72,5,501.7,2,4
895,197.05,6,702.7,2,5
802,258.02,5,911.7,2,3
364,7.28,2,6.2,0,21
1126,203.27,4,931.5,3,2
1510,177.57,4,624.2,3,22
1454,260.73,3,313.5,2,23
865,183.34,4,984.2,2,5
1573,310.28,4,237.3,2,23
1593,207.88,3,901.2,2,22
1262,223.26,5,395.7,3,22
1011,199.41,7,324.4,2,3
1981,167.12,4,699.5,3,22
1386,197.87,5,454.2,3,23
285,1.41,1,94.9,1,10
1408,129.12,3,416.3,2,23
366,40.62,2,13.0,0,9
1605,231.39,3,597.6,3,22
970,195.16,4,235.8,3,0
1830,229.17,4,281.2,2,22
1800,232.58,6,732.5,3,23
710,120.6,3,431.0,2,5
1500,267.84,3,925.1,3,22
874,108.06,4,364.8,3,2
1874,228.86,6,517.5,2,23
691,154.49,2,561.5,3,0
1886,232.44,3,269.2,2,22
336,12.9,4,39.2,0,10
1752,212.87,2,777.8,2,22
203,31.78,1,34.8,0,14
790,208.51,1,834.1,3,2
1255,140.88,4,627.1,2,23
1692,139.29,6,497.5,3,23
958,189.44,7,503.1,3,1
1266,264.44,6,939.6,2,22
771,262.98,4,890.6,2,3
1413,190.41,3,589.3,3,22
233,8.16,2,47.1,0,15
663,149.96,6,573.3,2,3
1485,223.51,9,702.5,3,23
342,71.58,3,27.2,1,18
909,157.63,2,351.9,2,0
1157,259.23,2,772.6,2,1
255,6.36,2,84.6,1,20
1071,196.53,4,211.9,2,5
1534,220.74,7,351.2,3,23
83,24.25,2,42.8,0,19
1089,217.49,3,291.4,2,4
678,193.08,4,769.3,3,5
676,130.5,2,501.1,2,0
1316,240.03,3,903.3,3,22
632,176.88,8,789.8,2,4
1118,250.92,3,721.7,3,2
1446,235.04,5,901.5,2,22
1158,164.65,5,697.4,3,4
665,220.68,3,686.0,2,2
1760,198.93,4,325.7,2,22
1478,112.0,4,837.8,2,22
379,45.39,1,20.6,0,16
769,199.28,7,686.5,3,3
1674,229.66,1,710.5,2,22
122,6.98,3,79.5,1,13
1063,138.8,7,237.6,3,5
1537,270.03,5,781.0,3,23
466,169.34,7,561.8,3,5
1951,269.71,4,779.6,3,22
1576,127.79,3,337.5,3,23
1949,162.26,3,754.8,2,23
920,177.03,2,550.1,3,0
1916,247.27,2,835.1,3,23
1834,258.81,4,372.5,3,22
694,149.74,4,901.5,2,2
922,242.62,4,791.6,2,4
507,191.48,5,793.1,3,0
218,11.63,2,21.9,0,19
1224,242.24,5,716.6,3,23
390,0.18,1,28.8,1,20
426,182.5,4,209.5,2,1
1824,118.69,4,296.3,3,22
1969,206.46,3,257.2,3,22
330,75.83,1,54.2,0,16
350,51.83,2,60.9,1,21
1975,166.52,3,611.7,2,22
23,38.67,2,28.8,1,9
35,16.64,2,74.7,1,14
1301,203.09,3,753.8,2,23
822,202.8,3,319.6,3,4
371,72.96,1,72.9,0,20
1184,198.27,4,781.8,2,1
288,61.6,2,37.0,0,8
184,50.08,1,46.2,0,18
1733,283.43,5,464.9,2,22
533,253.09,2,344.6,3,4
1779,212.94,3,663.3,3,22
1463,118.51,5,966.2,2,22
1162,143.55,2,855.6,3,2
1524,158.26,8,460.8,3,23
1185,150.6,5,884.5,2,1
741,241.18,6,709.5,3,0
1962,215.53,4,385.1,2,22
1152,235.2,6,750.9,3,0
7,118.53,1,72.9,1,12
942,246.16,1,617.9,3,3
582,228.73,1,662.1,3,1
1105,156.62,6,353.1,3,5
905,177.63,3,476.1,2,3
1765,195.5,2,549.4,2,23
1659,214.47,4,528.8,3,23
1723,235.46,2,489.9,3,23
365,9.77,2,38.7,0,14
193,14.29,2,12.9,1,21
182,3.91,5,56.4,0,12
215,15.91,4,83.3,1,17
486,209.81,4,948.3,3,4
1508,172.75,5,281.5,2,23
649,295.09,4,742.7,2,3
1147,226.82,5,816.8,2,2
1809,204.61,4,369.0,2,22
359,27.71,1,86.5,0,13
560,169.33,1,328.1,2,4
417,217.11,5,715.4,2,3
873,201.64,2,910.6,2,0
1309,155.46,4,926.8,3,22
1963,262.54,4,628.1,3,23
1616,210.07,3,529.3,3,22
1356,177.56,2,670.9,3,23
775,226.16,4,771.3,3,1
431,149.63,3,802.3,2,1
448,159.96,6,473.8,3,0
102,32.95,2,83.7,0,20
1845,214.12,5,240.3,3,23
208,36.1,2,91.8,0,13
789,245.51,6,896.1,3,4
1878,191.7,2,691.2,2,23
1119,230.96,3,436.7,2,5
289,37.15,1,52.1,0,15
1716,159.98,4,965.3,2,23
845,149.7,4,450.4,3,3
1819,156.04,5,446.6,3,23
917,85.99,4,706.3,2,4
1167,237.69,2,849.0,2,3
1442,263.69,8,399.8,2,23
1754,232.6,2,792.9,2,23
1384,267.05,2,435.0,2,22
805,239.05,4,851.2,3,0
965,190.89,6,861.8,2,1
1768,215.62,5,605.1,2,22
1460,241.71,4,583.8,3,22
1546,104.81,4,589.8,3,22
254,15.86,1,8.9,1,16
1678,114.13,2,612.1,2,23
937,193.1,7,785.3,2,4
456,212.01,4,666.3,3,0
539,85.59,4,231.8,2,0
875,251.97,2,505.9,2,2
269,10.73,4,40.8,0,11
1088,265.47,4,573.8,2,5
1315,168.76,7,875.5,3,22
766,196.85,3,260.1,2,2
546,193.1,2,535.5,3,2
1484,178.5,3,683.7,3,22
1832,180.95,2,296.9,3,22
1579,256.85,4,334.6,2,22
119,0.08,1,18.0,0,16
1476,224.09,3,465.2,2,22
414,192.99,4,611.8,3,3
1697,232.74,4,301.7,2,23
175,72.2,4,21.3,1,10
1637,208.4,3,335.3,2,22
401,224.69,5,333.5,3,2
1543,239.38,4,795.5,2,22
94,43.13,3,85.2,0,16
1496,217.24,5,435.3,3,22
1008,183.04,7,480.2,2,3
312,32.45,3,19.2,0,19
519,128.51,3,985.7,3,1
1466,242.43,6,549.6,3,23
154,10.98,3,58.3,0,15
1141,243.52,3,373.4,3,5
921,212.1,5,790.9,2,1
1808,146.64,5,431.3,3,22
444,136.22,5,657.8,3,5
1552,290.91,4,999.3,2,23
1085,253.05,4,611.9,3,5
1905,239.1,5,371.1,2,23
1048,243.37,4,600.0,2,3
1055,228.88,4,686.5,2,2
226,2.87,2,80.5,0,16
1025,149.07,5,596.5,2,5
1562,279.84,5,784.4,2,22
714,193.36,2,861.5,2,0
436,159.63,4,995.1,2,2
180,16.57,1,6.4,0,10
1909,196.0,6,932.4,2,22
1140,121.74,6,435.9,3,3
509,149.49,8,623.0,2,4
33,16.91,2,9.7,0,15
1673,245.32,2,221.3,3,23
1643,111.69,5,677.0,3,23
39,86.56,1,46.5,1,17
25,38.45,3,97.7,0,17
30,29.91,1,92.4,0,16
200,3.89,2,10.8,0,10
1230,173.47,3,899.7,2,22
833,142.7,2,894.2,2,2
1488,195.53,3,641.0,3,22
1320,228.68,3,431.2,2,22
1558,292.18,5,683.6,3,23
181,24.78,1,85.7,0,15
824,247.84,6,974.1,3,4
1283,210.04,3,526.0,2,23
1922,221.52,8,916.4,3,22
1772,234.43,10,803.4,3,22
265,14.07,2,89.2,1,19
127,8.93,3,43.7,1,19
1469,224.7,3,217.5,3,22
720,204.86,1,657.0,2,0
296,84.42,1,54.9,0,18
795,228.09,7,775.8,3,0
653,204.32,4,472.9,3,5
661,201.39,3,900.2,3,1
1642,208.48,4,669.9,2,23
106,32.5,3,86.1,0,15
1096,266.71,2,938.0,3,2
1259,188.84,3,967.1,3,22
348,11.88,1,10.9,0,20
746,246.67,3,666.1,3,0
923,188.35,6,759.4,2,5
420,190.19,4,232.8,2,2
403,204.42,2,587.1,2,0
510,262.62,3,972.1,3,3
1828,185.79,6,319.5,2,23
1074,212.8,2,552.1,3,5
1411,246.36,5,559.0,3,23
1327,233.33,4,923.9,3,23
1646,229.39,2,897.2,2,22
1204,316.24,5,823.3,3,22
1226,154.97,8,215.9,2,22
670,193.01,5,621.8,2,4
916,245.35,2,368.1,2,1
1872,285.64,3,458.1,2,22
1609,259.94,4,870.3,2,22
232,3.01,4,34.6,0,20
731,214.41,3,509.8,3,5
1475,219.81,10,882.1,2,22
1459,193.5,6,285.3,3,23
1222,180.37,5,726.6,3,23
704,188.88,4,252.6,2,0
870,156.1,2,791.2,2,4
1812,189.33,6,849.2,2,22
1557,95.83,3,755.1,2,22
1322,205.16,2,343.1,2,22
1660,217.61,3,512.7,3,22
1541,181.29,4,316.7,2,23
717,118.76,3,351.0,3,3
126,123.37,1,14.7,1,10
688,165.5,2,785.1,3,3
1763,224.84,6,372.7,3,23
552,279.36,3,799.0,2,2
748,283.55,4,806.9,2,0
608,239.71,3,216.3,2,5
1875,208.82,4,976.4,3,23
1045,277.74,2,494.4,2,5
809,110.34,2,926.1,3,0
1033,229.52,3,252.8,2,0
541,131.53,4,698.5,2,4
1302,134.9,4,321.6,3,23
578,172.06,5,724.7,2,1
797,172.76,3,628.0,2,3
1528,198.59,7,445.4,3,22
1281,162.69,5,498.5,3,22
399,7.38,1,73.7,0,9
1986,174.14,5,770.6,3,22
1942,180.8,8,659.4,3,22
1236,214.37,4,674.1,2,23
1614,263.91,5,715.1,3,22
90,15.23,4,75.6,0,11
1429,130.81,5,529.8,3,23
889,116.35,3,718.8,3,4
192,37.95,2,59.0,1,19
1554,162.4,6,920.4,2,22
1586,63.76,4,227.7,3,22
1630,182.15,4,433.3,2,23
1959,155.21,4,774.4,3,22
898,141.91,6,270.5,3,2
1499,104.65,5,237.1,2,22
1864,193.19,5,630.0,3,22
1710,217.57,5,641.7,2,23
1052,188.41,4,787.6,3,5
1248,172.42,5,641.1,3,22
1241,155.08,8,773.0,3,22
249,48.12,5,34.3,0,9
1214,204.45,4,318.4,3,22
1625,250.39,3,863.6,3,22
1416,134.39,2,547.7,3,22
71,3.02,1,59.7,1,16
800,228.88,4,687.3,3,3
853,235.94,6,975.9,2,3
700,209.9,6,383.1,3,4
1928,215.05,4,705.4,3,23
1979,139.86,3,808.1,3,22
1131,137.45,5,418.0,3,0
881,204.3,6,597.8,3,2
1272,244.47,2,235.6,3,22
1244,198.53,6,636.3,3,22
1258,125.18,4,856.7,2,23
772,138.87,3,235.0,3,2
1439,88.71,3,730.4,2,22
1313,246.08,3,699.1,2,23
378,18.76,3,34.1,0,17
952,225.8,4,863.6,3,3
673,203.58,3,689.0,3,4
1263,209.4,2,249.5,3,23
367,24.61,3,8.0,0,8
987,229.32,2,522.6,3,5
860,229.97,4,274.8,2,2
515,163.65,3,303.0,2,3
1551,242.81,5,937.3,3,23
1581,189.13,6,855.0,3,22
1821,261.68,3,244.8,3,22
852,284.04,4,681.8,3,0
1602,173.58,4,901.0,3,22
607,196.37,4,646.7,3,1
334,50.13,4,84.5,0,17
1839,230.11,3,399.6,3,23
1129,220.68,4,314.1,3,1
1153,167.34,6,805.2,2,5
1887,284.72,1,724.3,3,22
564,149.49,4,931.2,2,5
1249,226.98,3,237.0,3,22
242,19.9,1,80.5,1,19
846,196.49,4,887.7,2,5
1031,306.04,5,587.4,3,4
1619,216.47,2,864.5,3,22
1428,312.47,8,440.7,2,23
223,8.1,1,83.1,1,14
550,197.37,7,760.4,3,2
1626,227.83,4,398.9,2,22
1627,208.55,7,961.6,2,23
893,252.17,6,987.4,2,3
1086,287.36,1,614.0,2,0
527,300.26,7,462.1,2,4
446,216.91,3,619.6,3,1
1087,246.71,4,688.5,2,2
944,257.45,2,765.6,2,1
1062,280.32,9,379.3,3,5
1829,195.7,4,373.4,3,22
641,194.1,5,558.5,3,4
626,200.83,5,824.2,3,0
15,15.23,2,19.3,0,15
166,50.6,3,97.3,0,21
619,184.43,2,350.5,3,4
1544,112.83,3,460.2,3,23
1889,160.54,3,634.0,3,23
1575,182.34,7,629.1,2,23
1771,225.31,4,708.1,2,22
1425,156.49,2,995.8,2,22
1492,206.69,9,699.1,3,22
1037,195.11,5,711.3,2,0
1183,116.37,2,893.2,3,5
1863,194.43,1,697.0,3,22
440,173.52,4,230.1,2,2
1311,185.26,3,277.2,2,22
1169,209.96,2,984.3,2,3
406,188.27,1,686.3,2,2
594,168.17,5,349.7,2,4
1438,257.39,5,528.2,3,23
1766,134.22,4,552.2,2,23
1708,205.85,2,321.9,3,22
478,239.98,4,596.4,2,2
1677,197.44,4,801.4,3,22
1788,244.77,5,309.4,2,22
26,11.7,2,0.8,0,12
590,232.92,6,822.5,2,0
1106,148.17,5,673.9,3,1
362,6.37,1,78.5,0,16
134,60.27,1,28.4,0,10
2,10.11,2,1.8,0,17
294,79.68,2,56.4,0,9
1044,167.01,5,747.2,2,4
1054,205.22,1,559.4,3,0
1359,258.25,2,441.0,2,23
887,248.9,4,389.6,3,3
1526,221.33,4,452.0,2,22
1064,259.0,7,363.2,3,0
584,249.39,7,917.2,3,5
351,37.1,1,14.7,1,9
1108,130.25,2,247.3,3,0
882,194.38,5,725.5,3,5
897,234.67,4,817.5,2,3
496,123.56,2,585.2,3,3
331,34.27,1,52.7,0,12
54,23.63,1,21.5,0,10
2000,116.23,4,396.2,2,22
791,110.63,4,758.3,3,5
1198,224.39,7,473.5,2,0
914,188.22,4,913.2,2,2
1461,150.21,4,367.5,2,23
489,162.49,3,345.7,3,2
770,183.42,7,362.2,2,1
1595,156.0,9,734.3,2,23
1851,162.18,10,899.8,2,22
1917,199.91,6,771.0,2,22
1891,167.6,3,900.8,2,22
1491,218.28,4,480.4,2,22
1943,284.24,5,797.9,3,23
1850,223.8,6,289.3,2,23
1448,157.13,4,401.4,2,22
545,152.85,6,556.5,3,0
150,54.84,3,89.3,0,12
517,148.12,6,573.4,2,2
886,168.75,2,677.6,3,0
1243,261.26,3,349.1,3,23
752,149.13,3,440.7,3,5
1621,205.26,3,590.0,2,22
1007,219.83,3,790.5,3,2
495,163.25,6,436.3,3,0
640,230.22,4,208.9,2,4
465,130.25,3,925.5,2,2
144,25.25,2,94.4,0,16
1151,229.17,2,520.4,2,4
1177,158.69,5,527.6,3,0
239,23.26,1,83.0,1,14
753,211.84,6,843.7,2,2
593,258.33,5,980.4,3,1
630,257.67,5,495.1,2,0
925,162.52,3,992.0,3,0
831,216.02,2,736.8,3,4
1560,193.53,4,714.3,2,23
1880,134.46,4,805.1,3,22
248,12.55,3,0.4,1,11
1014,261.5,5,286.6,3,5
574,224.87,6,713.4,3,4
1133,224.5,4,860.7,2,3
384,44.47,2,47.7,1,16
1000,244.37,8,538.8,3,2
338,42.17,1,95.6,0,18
